Time,Power (%)
00:00:00,1
00:05:00,1
00:10:00,1
00:15:00,1
00:20:00,1
00:25:00,1
00:30:00,1
00:35:00,1
00:40:00,1
00:45:00,1
00:50:00,1
00:55:00,1
01:00:00,1
01:05:00,1
01:10:00,1
01:15:00,1
01:20:00,1
01:25:00,1
01:30:00,1
01:35:00,1
01:40:00,1
01:45:00,1
01:50:00,1
01:55:00,1
02:00:00,1
02:05:00,1
02:10:00,1
02:15:00,1
02:20:00,1
02:25:00,1
02:30:00,1
02:35:00,1
02:40:00,1
02:45:00,1
02:50:00,1
02:55:00,1
03:00:00,1
03:05:00,1
03:10:00,1
03:15:00,1
03:20:00,1
03:25:00,1
03:30:00,1
03:35:00,1
03:40:00,1
03:45:00,1
03:50:00,1
03:55:00,1
04:00:00,1
04:05:00,1
04:10:00,1
04:15:00,1
04:20:00,1
04:25:00,1
04:30:00,1
04:35:00,1
04:40:00,1
04:45:00,1
04:50:00,1
04:55:00,1
05:00:00,1
05:05:00,1
05:10:00,1
05:15:00,1
05:20:00,1
05:25:00,1
05:30:00,1
05:35:00,1
05:40:00,1
05:45:00,1
05:50:00,1
05:55:00,1
06:00:00,0
06:05:00,0
06:10:00,0
06:15:00,0
06:20:00,0
06:25:00,0
06:30:00,0
06:35:00,0
06:40:00,0
06:45:00,0
06:50:00,0
06:55:00,0
07:00:00,0
07:05:00,0
07:10:00,0
07:15:00,0
07:20:00,0
07:25:00,0
07:30:00,0
07:35:00,0
07:40:00,0
07:45:00,0
07:50:00,0
07:55:00,0
08:00:00,0
08:05:00,0
08:10:00,0
08:15:00,0
08:20:00,0
08:25:00,0
08:30:00,0
08:35:00,0
08:40:00,0
08:45:00,0
08:50:00,0
08:55:00,0
09:00:00,0
09:05:00,0
09:10:00,0
09:15:00,0
09:20:00,0
09:25:00,0
09:30:00,0
09:35:00,0
09:40:00,0
09:45:00,0
09:50:00,0
09:55:00,0
10:00:00,0
10:05:00,0
10:10:00,0
10:15:00,0
10:20:00,0
10:25:00,0
10:30:00,0
10:35:00,0
10:40:00,0
10:45:00,0
10:50:00,0
10:55:00,0
11:00:00,1
11:05:00,1
11:10:00,1
11:15:00,1
11:20:00,1
11:25:00,1
11:30:00,1
11:35:00,1
11:40:00,1
11:45:00,1
11:50:00,1
11:55:00,1
12:00:00,1
12:05:00,1
12:10:00,1
12:15:00,1
12:20:00,1
12:25:00,1
12:30:00,1
12:35:00,1
12:40:00,1
12:45:00,1
12:50:00,1
12:55:00,1
13:00:00,1
13:05:00,1
13:10:00,1
13:15:00,1
13:20:00,1
13:25:00,1
13:30:00,1
13:35:00,1
13:40:00,1
13:45:00,1
13:50:00,1
13:55:00,1
14:00:00,1
14:05:00,1
14:10:00,1
14:15:00,1
14:20:00,1
14:25:00,1
14:30:00,1
14:35:00,1
14:40:00,1
14:45:00,1
14:50:00,1
14:55:00,1
15:00:00,1
15:05:00,1
15:10:00,1
15:15:00,1
15:20:00,1
15:25:00,1
15:30:00,1
15:35:00,1
15:40:00,1
15:45:00,1
15:50:00,1
15:55:00,1
16:00:00,0
16:05:00,0
16:10:00,0
16:15:00,0
16:20:00,0
16:25:00,0
16:30:00,0
16:35:00,0
16:40:00,0
16:45:00,0
16:50:00,0
16:55:00,0
17:00:00,0
17:05:00,0
17:10:00,0
17:15:00,0
17:20:00,0
17:25:00,0
17:30:00,0
17:35:00,0
17:40:00,0
17:45:00,0
17:50:00,0
17:55:00,0
18:00:00,0
18:05:00,0
18:10:00,0
18:15:00,0
18:20:00,0
18:25:00,0
18:30:00,0
18:35:00,0
18:40:00,0
18:45:00,0
18:50:00,0
18:55:00,0
19:00:00,0
19:05:00,0
19:10:00,0
19:15:00,0
19:20:00,0
19:25:00,0
19:30:00,0
19:35:00,0
19:40:00,0
19:45:00,0
19:50:00,0
19:55:00,0
20:00:00,0
20:05:00,0
20:10:00,0
20:15:00,0
20:20:00,0
20:25:00,0
20:30:00,0
20:35:00,0
20:40:00,0
20:45:00,0
20:50:00,0
20:55:00,0
21:00:00,0
21:05:00,0
21:10:00,0
21:15:00,0
21:20:00,0
21:25:00,0
21:30:00,0
21:35:00,0
21:40:00,0
21:45:00,0
21:50:00,0
21:55:00,0
22:00:00,0
22:05:00,0
22:10:00,0
22:15:00,0
22:20:00,0
22:25:00,0
22:30:00,0
22:35:00,0
22:40:00,0
22:45:00,0
22:50:00,0
22:55:00,0
23:00:00,0
23:05:00,0
23:10:00,0
23:15:00,0
23:20:00,0
23:25:00,0
23:30:00,0
23:35:00,0
23:40:00,0
23:45:00,0
23:50:00,0
23:55:00,0
